book_id,title,authors,average_rating,text
4391,Smashed: Story of a Drunken Girlhood,Koren Zailckas,3.5,Smashed: Story of a Drunken Girlhood by Koren Zailckas
4392,Until I Find You,John Irving,3.61,Until I Find You by John Irving
4393,"The Dark Divine (The Dark Divine, #1)",Bree Despain,3.81,"The Dark Divine (The Dark Divine, #1) by Bree Despain"
4394,"Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Dante-Quoting Butcher in Tuscany",Bill Buford,3.89,"Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Dante-Quoting Butcher in Tuscany by Bill Buford"
4395,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,Clarissa Pinkola Estés,4.15,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype by Clarissa Pinkola Estés
4396,"Calling on Dragons (Enchanted Forest Chronicles, #3)","Patricia C. Wrede, Peter de Sève",4.2,"Calling on Dragons (Enchanted Forest Chronicles, #3) by Patricia C. Wrede, Peter de Sève"
4397,"Now, Discover Your Strengths","Marcus Buckingham, Donald O. Clifton",3.95,"Now, Discover Your Strengths by Marcus Buckingham, Donald O. Clifton"
4398,The Long Tail: Why the Future of Business is Selling Less of More,Chris Anderson,3.83,The Long Tail: Why the Future of Business is Selling Less of More by Chris Anderson
4399,Mein Kampf,Adolf Hitler,3.13,Mein Kampf by Adolf Hitler
4400,Swapping Lives,Jane Green,3.56,Swapping Lives by Jane Green
4401,"A Rule Against Murder (Chief Inspector Armand Gamache, #4)",Louise Penny,4.21,"A Rule Against Murder (Chief Inspector Armand Gamache, #4) by Louise Penny"
4402,"The Perfect Hope (Inn Boonsboro, #3)",Nora Roberts,4.14,"The Perfect Hope (Inn Boonsboro, #3) by Nora Roberts"
4403,"Consequences (Consequences, #1)",Aleatha Romig,3.97,"Consequences (Consequences, #1) by Aleatha Romig"
4404,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,Sean Covey,4.01,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide by Sean Covey
4405,"The Strange Case of Origami Yoda (Origami Yoda, #1)",Tom Angleberger,3.9,"The Strange Case of Origami Yoda (Origami Yoda, #1) by Tom Angleberger"
4406,"Welcome to Temptation (Dempseys, #1)",Jennifer Crusie,3.94,"Welcome to Temptation (Dempseys, #1) by Jennifer Crusie"
4407,Inside Out & Back Again,Thanhha Lai,4.09,Inside Out & Back Again by Thanhha Lai
4408,"Dreamless (Starcrossed, #2)",Josephine Angelini,4.2,"Dreamless (Starcrossed, #2) by Josephine Angelini"
4409,"Predestined (Existence Trilogy, #2)",Abbi Glines,4.09,"Predestined (Existence Trilogy, #2) by Abbi Glines"
4410,The Lord of the Rings: The Return of the King: Visual Companion,Jude Fisher,4.59,The Lord of the Rings: The Return of the King: Visual Companion by Jude Fisher
4411,"The Art of the Start: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything",Guy Kawasaki,3.82,"The Art of the Start: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything by Guy Kawasaki"
4412,"The Other Wes Moore: One Name, Two Fates","Wes  Moore, Tavis Smiley",3.77,"The Other Wes Moore: One Name, Two Fates by Wes  Moore, Tavis Smiley"
4413,"Mistress of the Art of Death (Mistress of the Art of Death, #1)",Ariana Franklin,3.95,"Mistress of the Art of Death (Mistress of the Art of Death, #1) by Ariana Franklin"
4414,"Assholes Finish First (Tucker Max, #2)",Tucker Max,3.64,"Assholes Finish First (Tucker Max, #2) by Tucker Max"
4415,美少女戦士セーラームーン新装版 1 [Bishōjo Senshi Sailor Moon Shinsōban 1],"Naoko Takeuchi, 武内 直子",4.28,"美少女戦士セーラームーン新装版 1 [Bishōjo Senshi Sailor Moon Shinsōban 1] by Naoko Takeuchi, 武内 直子"
4416,Kiss an Angel,Susan Elizabeth Phillips,4.21,Kiss an Angel by Susan Elizabeth Phillips
4417,The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,Dan Ariely,4.0,The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home by Dan Ariely
4418,The Partly Cloudy Patriot,"Sarah Vowell, Katherine Streeter",3.9,"The Partly Cloudy Patriot by Sarah Vowell, Katherine Streeter"
4419,"My Father's Dragon (My Father's Dragon, #1)",Ruth Stiles Gannett,4.09,"My Father's Dragon (My Father's Dragon, #1) by Ruth Stiles Gannett"
4420,Natchez Burning,Greg Iles,4.12,Natchez Burning by Greg Iles
4421,Pulp,Charles Bukowski,3.68,Pulp by Charles Bukowski
4422,"Hannibal Rising (Hannibal Lecter, #4)",Thomas Harris,3.44,"Hannibal Rising (Hannibal Lecter, #4) by Thomas Harris"
4423,"Immortal in Death (In Death, #3)",J.D. Robb,4.26,"Immortal in Death (In Death, #3) by J.D. Robb"
4424,"Infinity (Chronicles of Nick, #1)",Sherrilyn Kenyon,4.04,"Infinity (Chronicles of Nick, #1) by Sherrilyn Kenyon"
4425,"Blood Noir (Anita Blake, Vampire Hunter #16)",Laurell K. Hamilton,3.85,"Blood Noir (Anita Blake, Vampire Hunter #16) by Laurell K. Hamilton"
4426,Inherent Vice,Thomas Pynchon,3.71,Inherent Vice by Thomas Pynchon
4427,Songs of the Humpback Whale,Jodi Picoult,3.19,Songs of the Humpback Whale by Jodi Picoult
4428,"The Night Eternal (The Strain Trilogy, #3)","Guillermo del Toro, Chuck Hogan",3.67,"The Night Eternal (The Strain Trilogy, #3) by Guillermo del Toro, Chuck Hogan"
4429,"Bright Lights, Big City",Jay McInerney,3.74,"Bright Lights, Big City by Jay McInerney"
4430,Whiskey Beach,Nora Roberts,3.96,Whiskey Beach by Nora Roberts
4431,The Guy Not Taken: Stories,Jennifer Weiner,3.46,The Guy Not Taken: Stories by Jennifer Weiner
4432,"The Walking Dead, Vol. 08: Made to Suffer",Robert Kirkman,4.47,"The Walking Dead, Vol. 08: Made to Suffer by Robert Kirkman"
4433,Pleasure of a Dark Prince (Immortals After Dark #9),Kresley Cole,4.41,Pleasure of a Dark Prince (Immortals After Dark #9) by Kresley Cole
4434,Danny and the Dinosaur (An I Can Read Book),Syd Hoff,4.0,Danny and the Dinosaur (An I Can Read Book) by Syd Hoff
4435,The Decameron,"Giovanni Boccaccio, G.H. McWilliam",3.86,"The Decameron by Giovanni Boccaccio, G.H. McWilliam"
4436,"Twisted (Pretty Little Liars, #9)",Sara Shepard,4.05,"Twisted (Pretty Little Liars, #9) by Sara Shepard"
4437,"The Crossing (Harry Bosch, #20; Mickey Haller, #7; Harry Bosch Universe, #25)",Michael Connelly,4.21,"The Crossing (Harry Bosch, #20; Mickey Haller, #7; Harry Bosch Universe, #25) by Michael Connelly"
4438,Dear Life: Stories,Alice Munro,3.75,Dear Life: Stories by Alice Munro
4439,Five Little Monkeys Jumping on the Bed,Eileen Christelow,4.09,Five Little Monkeys Jumping on the Bed by Eileen Christelow
4440,"Kushiel's Avatar (Phèdre's Trilogy, #3)",Jacqueline Carey,4.37,"Kushiel's Avatar (Phèdre's Trilogy, #3) by Jacqueline Carey"
4441,The Aleph and Other Stories ,"Jorge Luis Borges, Andrew Hurley",4.39,"The Aleph and Other Stories  by Jorge Luis Borges, Andrew Hurley"
4442,"Ruin (Ruin, #1)",Rachel Van Dyken,4.19,"Ruin (Ruin, #1) by Rachel Van Dyken"
4443,"The Long Goodbye (Philip Marlowe, #6)",Raymond Chandler,4.23,"The Long Goodbye (Philip Marlowe, #6) by Raymond Chandler"
4444,"Farewell, My Lovely (Philip Marlowe, #2)",Raymond Chandler,4.17,"Farewell, My Lovely (Philip Marlowe, #2) by Raymond Chandler"
4445,The Castle of Llyr (The Chronicles of Prydain #3),Lloyd Alexander,4.07,The Castle of Llyr (The Chronicles of Prydain #3) by Lloyd Alexander
4446,"Fade Out (The Morganville Vampires, #7)",Rachel Caine,4.2,"Fade Out (The Morganville Vampires, #7) by Rachel Caine"
4447,"The Cat Who Could Read Backwards (Cat Who..., #1)",Lilian Jackson Braun,3.84,"The Cat Who Could Read Backwards (Cat Who..., #1) by Lilian Jackson Braun"
4448,"Charade (Games, #1)",Nyrae Dawn,3.98,"Charade (Games, #1) by Nyrae Dawn"
4449,The Demigod Diaries,"Rick Riordan, Haley Riordan",4.19,"The Demigod Diaries by Rick Riordan, Haley Riordan"
4450,"If You Stay (Beautifully Broken, #1)",Courtney Cole,3.94,"If You Stay (Beautifully Broken, #1) by Courtney Cole"
4451,Neil Patrick Harris: Choose Your Own Autobiography,"Neil Patrick Harris, David Javerbaum, Antony Hare",3.86,"Neil Patrick Harris: Choose Your Own Autobiography by Neil Patrick Harris, David Javerbaum, Antony Hare"
4452,"Death du Jour (Temperance Brennan, #2)",Kathy Reichs,3.96,"Death du Jour (Temperance Brennan, #2) by Kathy Reichs"
4453,More Than a Carpenter,Josh McDowell,4.19,More Than a Carpenter by Josh McDowell
4454,"Boneshaker (The Clockwork Century, #1)",Cherie Priest,3.5,"Boneshaker (The Clockwork Century, #1) by Cherie Priest"
4455,Rubyfruit Jungle,Rita Mae Brown,3.88,Rubyfruit Jungle by Rita Mae Brown
4456,"Fallen in Love (Fallen, #3.5)",Lauren Kate,3.77,"Fallen in Love (Fallen, #3.5) by Lauren Kate"
4457,Sisters,Raina Telgemeier,4.29,Sisters by Raina Telgemeier
4458,"The Never War (Pendragon, #3)",D.J. MacHale,4.12,"The Never War (Pendragon, #3) by D.J. MacHale"
4459,"The Elf Queen of Shannara (Heritage of Shannara, #3)",Terry Brooks,4.02,"The Elf Queen of Shannara (Heritage of Shannara, #3) by Terry Brooks"
4460,"Mattimeo (Redwall, #3)",Brian Jacques,4.02,"Mattimeo (Redwall, #3) by Brian Jacques"
4461,"Nemesis Games (The Expanse, #5)",James S.A. Corey,4.37,"Nemesis Games (The Expanse, #5) by James S.A. Corey"
4462,"A Return to Love: Reflections on the Principles of ""A Course in Miracles""",Marianne Williamson,4.29,"A Return to Love: Reflections on the Principles of ""A Course in Miracles"" by Marianne Williamson"
4463,"First Family (Sean King & Michelle Maxwell, #4)",David Baldacci,3.98,"First Family (Sean King & Michelle Maxwell, #4) by David Baldacci"
4464,True Grit,Charles Portis,4.12,True Grit by Charles Portis
4465,Feel the Fear and Do It Anyway,Susan  Jeffers,4.01,Feel the Fear and Do It Anyway by Susan  Jeffers
4466,"Mine (Real, #2)",Katy Evans,4.29,"Mine (Real, #2) by Katy Evans"
4467,Memoirs of an Imaginary Friend,Matthew Dicks,4.1,Memoirs of an Imaginary Friend by Matthew Dicks
4468,"Haroun and the Sea of Stories (Khalifa Brothers, #1)","Salman Rushdie, Paul Birkbeck",4.01,"Haroun and the Sea of Stories (Khalifa Brothers, #1) by Salman Rushdie, Paul Birkbeck"
4469,Whistling Past the Graveyard,Susan Crandall,4.04,Whistling Past the Graveyard by Susan Crandall
4470,"Poison Princess (The Arcana Chronicles, #1)",Kresley Cole,4.14,"Poison Princess (The Arcana Chronicles, #1) by Kresley Cole"
4471,"Tatiana and Alexander (The Bronze Horseman, #2)",Paullina Simons,4.3,"Tatiana and Alexander (The Bronze Horseman, #2) by Paullina Simons"
4472,"The Emperor's Blades (Chronicle of the Unhewn Throne, #1)",Brian Staveley,4.15,"The Emperor's Blades (Chronicle of the Unhewn Throne, #1) by Brian Staveley"
4473,Brick Lane,Monica Ali,3.38,Brick Lane by Monica Ali
4474,"Half Bad (The Half Bad Trilogy, #1)",Sally Green,3.8,"Half Bad (The Half Bad Trilogy, #1) by Sally Green"
4475,Zorba the Greek,"Nikos Kazantzakis, Νίκος Καζαντζάκης",4.1,"Zorba the Greek by Nikos Kazantzakis, Νίκος Καζαντζάκης"
4476,Sounder,"William H. Armstrong, James Barkley",3.96,"Sounder by William H. Armstrong, James Barkley"
4477,A Universe from Nothing: Why There Is Something Rather Than Nothing,"Lawrence M. Krauss, Richard Dawkins",3.92,"A Universe from Nothing: Why There Is Something Rather Than Nothing by Lawrence M. Krauss, Richard Dawkins"
4478,Slash,"Slash, Anthony Bozza",3.96,"Slash by Slash, Anthony Bozza"
4479,"Archangel's Kiss (Guild Hunter, #2)",Nalini Singh,4.24,"Archangel's Kiss (Guild Hunter, #2) by Nalini Singh"
4480,"Rebel Belle (Rebel Belle, #1)",Rachel Hawkins,3.88,"Rebel Belle (Rebel Belle, #1) by Rachel Hawkins"
4481,"The Mephisto Club (Rizzoli & Isles, #6)",Tess Gerritsen,4.01,"The Mephisto Club (Rizzoli & Isles, #6) by Tess Gerritsen"
4482,The Scarlet Thread ,Francine Rivers,4.14,The Scarlet Thread  by Francine Rivers
4483,It's a Magical World: A Calvin and Hobbes Collection,Bill Watterson,4.75,It's a Magical World: A Calvin and Hobbes Collection by Bill Watterson
4484,"Avatar: The Last Airbender (The Promise, #1)","Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Gurihiru",4.24,"Avatar: The Last Airbender (The Promise, #1) by Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Gurihiru"
4485,Being and Nothingness,"Jean-Paul Sartre, Hazel E. Barnes, Mary Warnock, Richard Eyre",3.94,"Being and Nothingness by Jean-Paul Sartre, Hazel E. Barnes, Mary Warnock, Richard Eyre"
4486,"Miecz przeznaczenia (Saga o Wiedźminie, #2)",Andrzej Sapkowski,4.4,"Miecz przeznaczenia (Saga o Wiedźminie, #2) by Andrzej Sapkowski"
4487,Silent Spring,"Rachel Carson, Linda Lear, Edward O. Wilson",3.94,"Silent Spring by Rachel Carson, Linda Lear, Edward O. Wilson"
4488,"Legion (Legion, #1)",Brandon Sanderson,4.13,"Legion (Legion, #1) by Brandon Sanderson"
4489,Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny,Holly Madison,3.4,Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny by Holly Madison
4490,Kill Alex Cross (Alex Cross #18),James Patterson,4.0,Kill Alex Cross (Alex Cross #18) by James Patterson
4491,The Pearl That Broke Its Shell,Nadia Hashimi,4.12,The Pearl That Broke Its Shell by Nadia Hashimi
4492,"Behemoth (Leviathan, #2)","Scott Westerfeld, Keith Thompson",4.18,"Behemoth (Leviathan, #2) by Scott Westerfeld, Keith Thompson"
4493,The Sociopath Next Door,Martha Stout,3.75,The Sociopath Next Door by Martha Stout
4494,"Y: The Last Man, Vol. 8: Kimono Dragons (Y: The Last Man, #8)","Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",4.22,"Y: The Last Man, Vol. 8: Kimono Dragons (Y: The Last Man, #8) by Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr."
4495,Do-It-Yourself Book (Diary of a Wimpy Kid),Jeff Kinney,4.17,Do-It-Yourself Book (Diary of a Wimpy Kid) by Jeff Kinney
4496,"Angels and Demons / The Da Vinci Code (Robert Langdon, #1-2)",Dan Brown,4.19,"Angels and Demons / The Da Vinci Code (Robert Langdon, #1-2) by Dan Brown"
4497,"The Tea Rose (The Tea Rose, #1)",Jennifer Donnelly,4.18,"The Tea Rose (The Tea Rose, #1) by Jennifer Donnelly"
4498,"Moon Over Soho (Peter Grant, #2)",Ben Aaronovitch,4.1,"Moon Over Soho (Peter Grant, #2) by Ben Aaronovitch"
4499,The Paris Architect,Charles Belfoure,3.98,The Paris Architect by Charles Belfoure
4500,"Falling Kingdoms (Falling Kingdoms, #1)","Morgan Rhodes, Michelle Rowen",3.83,"Falling Kingdoms (Falling Kingdoms, #1) by Morgan Rhodes, Michelle Rowen"
4501,Ask and It Is Given: Learning to Manifest Your Desires,"Esther Hicks, Jerry Hicks, Wayne W. Dyer",4.18,"Ask and It Is Given: Learning to Manifest Your Desires by Esther Hicks, Jerry Hicks, Wayne W. Dyer"
4502,Island Beneath the Sea,"Isabel Allende, Margaret Sayers Peden",4.01,"Island Beneath the Sea by Isabel Allende, Margaret Sayers Peden"
4503,"The History of Tom Jones, a Foundling","Henry Fielding, Thomas Keymer, Alice Wakely",3.73,"The History of Tom Jones, a Foundling by Henry Fielding, Thomas Keymer, Alice Wakely"
4504,"Winesburg, Ohio",Sherwood Anderson,3.84,"Winesburg, Ohio by Sherwood Anderson"
4505,"Beautiful Redemption (The Maddox Brothers, #2)",Jamie McGuire,4.15,"Beautiful Redemption (The Maddox Brothers, #2) by Jamie McGuire"
4506,"C is for Corpse  (Kinsey Millhone, #3)",Sue Grafton,3.87,"C is for Corpse  (Kinsey Millhone, #3) by Sue Grafton"
4507,"Y: The Last Man, Vol. 5: Ring of Truth (Y: The Last Man, #5)","Brian K. Vaughan, Pia Guerra, José Marzán Jr.",4.27,"Y: The Last Man, Vol. 5: Ring of Truth (Y: The Last Man, #5) by Brian K. Vaughan, Pia Guerra, José Marzán Jr."
4508,Five Quarters of the Orange,Joanne Harris,3.83,Five Quarters of the Orange by Joanne Harris
4509,2666,Roberto Bolaño,4.2,2666 by Roberto Bolaño
4510,Microserfs,Douglas Coupland,3.88,Microserfs by Douglas Coupland
4511,How to Tell If Your Cat Is Plotting to Kill You,"Matthew Inman, The Oatmeal",3.95,"How to Tell If Your Cat Is Plotting to Kill You by Matthew Inman, The Oatmeal"
4512,"Simple Genius (Sean King & Michelle Maxwell, #3)",David Baldacci,3.89,"Simple Genius (Sean King & Michelle Maxwell, #3) by David Baldacci"
4513,Light on Snow,Anita Shreve,3.56,Light on Snow by Anita Shreve
4514,"Vampire Mountain (Cirque Du Freak, #4)",Darren Shan,4.16,"Vampire Mountain (Cirque Du Freak, #4) by Darren Shan"
4515,The Three Stigmata of Palmer Eldritch,Philip K. Dick,4.01,The Three Stigmata of Palmer Eldritch by Philip K. Dick
4516,The Strange Library,"Haruki Murakami, Ted Goossen",3.55,"The Strange Library by Haruki Murakami, Ted Goossen"
4517,Deadeye Dick,Kurt Vonnegut Jr.,3.8,Deadeye Dick by Kurt Vonnegut Jr.
4518,"The Power (The Secret, #2)",Rhonda Byrne,4.09,"The Power (The Secret, #2) by Rhonda Byrne"
4519,"Ancestors of Avalon (Avalon, #5)","Diana L. Paxson, Marion Zimmer Bradley",3.89,"Ancestors of Avalon (Avalon, #5) by Diana L. Paxson, Marion Zimmer Bradley"
4520,Out Stealing Horses,"Per Petterson, Anne Born",3.79,"Out Stealing Horses by Per Petterson, Anne Born"
4521,"Batman: Knightfall, Vol. 1: Broken Bat","Doug Moench, Chuck Dixon, Jim Aparo, Norm Breyfogle, Graham Nolan, Jim Balent",4.08,"Batman: Knightfall, Vol. 1: Broken Bat by Doug Moench, Chuck Dixon, Jim Aparo, Norm Breyfogle, Graham Nolan, Jim Balent"
4522,"Saga, Vol. 5 (Saga, #5)","Brian K. Vaughan, Fiona Staples",4.44,"Saga, Vol. 5 (Saga, #5) by Brian K. Vaughan, Fiona Staples"
4523,"The Lions of Lucerne (Scot Harvath, #1)",Brad Thor,4.04,"The Lions of Lucerne (Scot Harvath, #1) by Brad Thor"
4524,One Past Midnight: The Langoliers,"Stephen King, Willem Dafoe",3.82,"One Past Midnight: The Langoliers by Stephen King, Willem Dafoe"
4525,The Sign of the Beaver,Elizabeth George Speare,3.77,The Sign of the Beaver by Elizabeth George Speare
4526,"Ask the Dust (Arturo Bandini, #3)","John Fante, Charles Bukowski",4.14,"Ask the Dust (Arturo Bandini, #3) by John Fante, Charles Bukowski"
4527,All Over But the Shoutin',Rick Bragg,4.09,All Over But the Shoutin' by Rick Bragg
4528,The Key to Midnight,"Leigh Nichols, Dean Koontz",3.93,"The Key to Midnight by Leigh Nichols, Dean Koontz"
4529,Fairy Tales from the Brothers Grimm: A New English Version,"Philip Pullman, Jacob Grimm, Wilhelm Grimm",4.11,"Fairy Tales from the Brothers Grimm: A New English Version by Philip Pullman, Jacob Grimm, Wilhelm Grimm"
4530,"Debt of Bones (Sword of Truth, #0.5)",Terry Goodkind,3.85,"Debt of Bones (Sword of Truth, #0.5) by Terry Goodkind"
4531,The Joke,Milan Kundera,3.99,The Joke by Milan Kundera
4532,"The White Princess (The Plantagenet and Tudor Novels, #5)",Philippa Gregory,3.85,"The White Princess (The Plantagenet and Tudor Novels, #5) by Philippa Gregory"
4533,Flight of the Intruder (Jake Grafton #1),Stephen Coonts,4.04,Flight of the Intruder (Jake Grafton #1) by Stephen Coonts
4534,"Silver on the Tree (The Dark is Rising, #5)",Susan Cooper,4.16,"Silver on the Tree (The Dark is Rising, #5) by Susan Cooper"
4535,National Velvet,Enid Bagnold,4.09,National Velvet by Enid Bagnold
4536,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",Richard Branson,3.97,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way by Richard Branson"
4537,Lysistrata,"Aristophanes, Sarah Ruden",3.84,"Lysistrata by Aristophanes, Sarah Ruden"
4538,The Swan Thieves,Elizabeth Kostova,3.53,The Swan Thieves by Elizabeth Kostova
4539,"Iced (Fever, #6)",Karen Marie Moning,4.13,"Iced (Fever, #6) by Karen Marie Moning"
4540,14,Peter Clines,3.92,14 by Peter Clines
4541,Okay for Now,Gary D. Schmidt,4.19,Okay for Now by Gary D. Schmidt
4542,"Assassins (Left Behind, #6)","Tim LaHaye, Jerry B. Jenkins",3.98,"Assassins (Left Behind, #6) by Tim LaHaye, Jerry B. Jenkins"
4543,"Red Country (First Law World, #6)",Joe Abercrombie,4.27,"Red Country (First Law World, #6) by Joe Abercrombie"
4544,The Lords of Discipline,Pat Conroy,4.28,The Lords of Discipline by Pat Conroy
4545,Eat and Run: My Unlikely Journey to Ultramarathon Greatness,"Scott Jurek, Steve Friedman",3.95,"Eat and Run: My Unlikely Journey to Ultramarathon Greatness by Scott Jurek, Steve Friedman"
4546,"Broken (Will Trent, #4)",Karin Slaughter,4.2,"Broken (Will Trent, #4) by Karin Slaughter"
4547,The Matchmaker,Elin Hilderbrand,3.82,The Matchmaker by Elin Hilderbrand
4548,"The Mark (Left Behind, #8)","Tim LaHaye, Jerry B. Jenkins",4.02,"The Mark (Left Behind, #8) by Tim LaHaye, Jerry B. Jenkins"
4549,Belong to Me,Marisa de los Santos,3.84,Belong to Me by Marisa de los Santos
4550,"The Darkest Hour (Warriors, #6)",Erin Hunter,4.52,"The Darkest Hour (Warriors, #6) by Erin Hunter"
4551,"L.A. Confidential (L.A. Quartet, #3)",James Ellroy,4.2,"L.A. Confidential (L.A. Quartet, #3) by James Ellroy"
4552,"The Beautiful Mystery (Chief Inspector Armand Gamache, #8)",Louise Penny,4.18,"The Beautiful Mystery (Chief Inspector Armand Gamache, #8) by Louise Penny"
4553,"The Diamond Throne (The Elenium, #1)",David Eddings,3.93,"The Diamond Throne (The Elenium, #1) by David Eddings"
4554,"Those Left Behind (Serenity, #1)","Joss Whedon, Brett Matthews, Will Conrad",4.04,"Those Left Behind (Serenity, #1) by Joss Whedon, Brett Matthews, Will Conrad"
4555,Terms of Endearment,Larry McMurtry,4.15,Terms of Endearment by Larry McMurtry
4556,"Kiss of the Night (Dark-Hunter, #4)",Sherrilyn Kenyon,4.24,"Kiss of the Night (Dark-Hunter, #4) by Sherrilyn Kenyon"
4557,The Wedding Girl,Madeleine Wickham,3.47,The Wedding Girl by Madeleine Wickham
4558,He Chose the Nails,Max Lucado,4.37,He Chose the Nails by Max Lucado
4559,"Entice (Need, #3)",Carrie Jones,4.03,"Entice (Need, #3) by Carrie Jones"
4560,"From Russia With Love (James Bond, #5)",Ian Fleming,3.88,"From Russia With Love (James Bond, #5) by Ian Fleming"
4561,The Tortilla Curtain,T.C. Boyle,3.64,The Tortilla Curtain by T.C. Boyle
4562,"Darkest Mercy (Wicked Lovely, #5)",Melissa Marr,4.11,"Darkest Mercy (Wicked Lovely, #5) by Melissa Marr"
4563,Modern Lovers,Emma Straub,3.45,Modern Lovers by Emma Straub
4564,"Checkmate (Neighbor from Hell, #3)",R.L. Mathewson,4.15,"Checkmate (Neighbor from Hell, #3) by R.L. Mathewson"
4565,"The Amazing Maurice and His Educated Rodents (Discworld, #28)",Terry Pratchett,4.04,"The Amazing Maurice and His Educated Rodents (Discworld, #28) by Terry Pratchett"
4566,With the Old Breed: At Peleliu and Okinawa,"Eugene B. Sledge, Paul Fussell",4.4,"With the Old Breed: At Peleliu and Okinawa by Eugene B. Sledge, Paul Fussell"
4567,The Hundred Dresses,"Eleanor Estes, Louis Slobodkin",4.07,"The Hundred Dresses by Eleanor Estes, Louis Slobodkin"
4568,"Lost Lake (Lost Lake, #1)",Sarah Addison Allen,3.85,"Lost Lake (Lost Lake, #1) by Sarah Addison Allen"
4569,"Hardwired (Hacker, #1)",Meredith Wild,4.07,"Hardwired (Hacker, #1) by Meredith Wild"
4570,The Last Runaway,Tracy Chevalier,3.78,The Last Runaway by Tracy Chevalier
4571,"Midnight Tides (The Malazan Book of the Fallen, #5)",Steven Erikson,4.34,"Midnight Tides (The Malazan Book of the Fallen, #5) by Steven Erikson"
4572,"The 100 (The 100, #1)",Kass Morgan,3.56,"The 100 (The 100, #1) by Kass Morgan"
4573,"Hades (Halo, #2)",Alexandra Adornetto,3.97,"Hades (Halo, #2) by Alexandra Adornetto"
4574,"Y: The Last Man, Vol. 3: One Small Step (Y: The Last Man, #3)","Brian K. Vaughan, Pia Guerra, José Marzán Jr., Paul Chadwick",4.22,"Y: The Last Man, Vol. 3: One Small Step (Y: The Last Man, #3) by Brian K. Vaughan, Pia Guerra, José Marzán Jr., Paul Chadwick"
4575,Bear Snores On,"Karma Wilson, Jane Chapman",4.25,"Bear Snores On by Karma Wilson, Jane Chapman"
4576,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",Lauren Graham,4.04,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between by Lauren Graham"
4577,Memoirs of a Teenage Amnesiac,Gabrielle Zevin,3.7,Memoirs of a Teenage Amnesiac by Gabrielle Zevin
4578,"Salamandastron (Redwall, #5)","Brian Jacques, Gary Chalk",4.05,"Salamandastron (Redwall, #5) by Brian Jacques, Gary Chalk"
4579,Servant of the Bones,Anne Rice,3.7,Servant of the Bones by Anne Rice
4580,"Ironside (Modern Faerie Tales, #3)",Holly Black,4.04,"Ironside (Modern Faerie Tales, #3) by Holly Black"
4581,"Finnikin of the Rock (Lumatere Chronicles, #1)",Melina Marchetta,3.93,"Finnikin of the Rock (Lumatere Chronicles, #1) by Melina Marchetta"
4582,The Return of the Native  ,"Thomas Hardy, Alexander Theroux",3.84,"The Return of the Native   by Thomas Hardy, Alexander Theroux"
4583,Micro,"Michael Crichton, Richard   Preston",3.38,"Micro by Michael Crichton, Richard   Preston"
4584,No Exit and Three Other Plays,"Jean-Paul Sartre, Stuart Gilbert, Lionel Abel",4.09,"No Exit and Three Other Plays by Jean-Paul Sartre, Stuart Gilbert, Lionel Abel"
4585,Foundation and Chaos (Second Foundation Trilogy #2),Greg Bear,4.14,Foundation and Chaos (Second Foundation Trilogy #2) by Greg Bear
4586,Cover Her Face (Adam Dalgliesh #1),P.D. James,3.94,Cover Her Face (Adam Dalgliesh #1) by P.D. James
4587,"Supernaturally (Paranormalcy, #2)",Kiersten White,3.92,"Supernaturally (Paranormalcy, #2) by Kiersten White"
4588,"First King of Shannara (The Original Shannara Trilogy, #0)",Terry Brooks,3.94,"First King of Shannara (The Original Shannara Trilogy, #0) by Terry Brooks"
4589,"Bury Your Dead (Chief Inspector Armand Gamache, #6)",Louise Penny,4.33,"Bury Your Dead (Chief Inspector Armand Gamache, #6) by Louise Penny"
4590,"The Overlook (Harry Bosch, #13; Harry Bosch Universe, #15)",Michael Connelly,3.91,"The Overlook (Harry Bosch, #13; Harry Bosch Universe, #15) by Michael Connelly"
4591,أنت لي,منى المرشود,4.03,أنت لي by منى المرشود
